pID,Name,GenerationNumber,Species,PrimaryType,Height,Weight,PrimaryAbility,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,CatchRate,BaseFriendship,BaseExperience,GrowthRate,PrimaryEggType,EggCycles
146,Moltres,1,Flame  ,Fire,2.0,60.0,Pressure,90,100,90,125,85,90,3.0,35.0,261.0,Slow,Undiscovered,80.0
147,Dratini,1,Dragon  ,Dragon,1.8,3.3,Shed Skin,41,64,45,50,50,50,45.0,35.0,60.0,Slow,Dragon,40.0
148,Dragonair,1,Dragon  ,Dragon,4.0,16.5,Shed Skin,61,84,65,70,70,70,45.0,35.0,147.0,Slow,Dragon,40.0
149,Dragonite,1,Dragon  ,Dragon,2.2,210.0,Inner Focus,91,134,95,100,100,80,45.0,35.0,270.0,Slow,Dragon,40.0
150,Mewtwo,1,Genetic  ,Psychic,2.0,122.0,Pressure,106,110,90,154,90,130,3.0,0.0,306.0,Slow,Undiscovered,120.0
150,Mega Mewtwo X,1,Genetic  ,Psychic,2.3,127.0,Steadfast,106,190,100,154,100,130,3.0,0.0,351.0,Slow,Undiscovered,120.0
150,Mega Mewtwo Y,1,Genetic  ,Psychic,1.5,33.0,Insomnia,106,150,70,194,120,140,3.0,0.0,351.0,Slow,Undiscovered,120.0
151,Mew,1,New Species  ,Psychic,0.4,4.0,Synchronize,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,Undiscovered,120.0
152,Chikorita,2,Leaf  ,Grass,0.9,6.4,Overgrow,45,49,65,49,65,45,45.0,70.0,64.0,Medium Slow,Grass,20.0
153,Bayleef,2,Leaf  ,Grass,1.2,15.8,Overgrow,60,62,80,63,80,60,45.0,70.0,142.0,Medium Slow,Grass,20.0
154,Meganium,2,Herb  ,Grass,1.8,100.5,Overgrow,80,82,100,83,100,80,45.0,70.0,236.0,Medium Slow,Grass,20.0
155,Cyndaquil,2,Fire Mouse  ,Fire,0.5,7.9,Blaze,39,52,43,60,50,65,45.0,70.0,62.0,Medium Slow,Field,20.0
156,Quilava,2,Volcano  ,Fire,0.9,19.0,Blaze,58,64,58,80,65,80,45.0,70.0,142.0,Medium Slow,Field,20.0
157,Typhlosion,2,Volcano  ,Fire,1.7,79.5,Blaze,78,84,78,109,85,100,45.0,70.0,240.0,Medium Slow,Field,20.0
158,Totodile,2,Big Jaw  ,Water,0.6,9.5,Torrent,50,65,64,44,48,43,45.0,70.0,63.0,Medium Slow,Monster,20.0
159,Croconaw,2,Big Jaw  ,Water,1.1,25.0,Torrent,65,80,80,59,63,58,45.0,70.0,142.0,Medium Slow,Monster,20.0
160,Feraligatr,2,Big Jaw  ,Water,2.3,88.8,Torrent,85,105,100,79,83,78,45.0,70.0,239.0,Medium Slow,Monster,20.0
161,Sentret,2,Scout  ,Normal,0.8,6.0,Run Away,35,46,34,35,45,20,255.0,70.0,43.0,Medium Fast,Field,15.0
162,Furret,2,Long Body  ,Normal,1.8,32.5,Run Away,85,76,64,45,55,90,90.0,70.0,145.0,Medium Fast,Field,15.0
163,Hoothoot,2,Owl  ,Normal,0.7,21.2,Insomnia,60,30,30,36,56,50,255.0,70.0,52.0,Medium Fast,Flying,15.0
164,Noctowl,2,Owl  ,Normal,1.6,40.8,Insomnia,100,50,50,86,96,70,90.0,70.0,158.0,Medium Fast,Flying,15.0
165,Ledyba,2,Five Star  ,Bug,1.0,10.8,Swarm,40,20,30,40,80,55,255.0,70.0,53.0,Fast,Bug,15.0
166,Ledian,2,Five Star  ,Bug,1.4,35.6,Swarm,55,35,50,55,110,85,90.0,70.0,137.0,Fast,Bug,15.0
167,Spinarak,2,String Spit  ,Bug,0.5,8.5,Swarm,40,60,40,40,40,30,255.0,70.0,50.0,Fast,Bug,15.0
168,Ariados,2,Long Leg  ,Bug,1.1,33.5,Swarm,70,90,70,60,70,40,90.0,70.0,140.0,Fast,Bug,15.0
169,Crobat,2,Bat  ,Poison,1.8,75.0,Inner Focus,85,90,80,70,80,130,90.0,70.0,241.0,Medium Fast,Flying,15.0
170,Chinchou,2,Angler  ,Water,0.5,12.0,Volt Absorb,75,38,38,56,56,67,190.0,70.0,66.0,Slow,Water 2,20.0
171,Lanturn,2,Light  ,Water,1.2,22.5,Volt Absorb,125,58,58,76,76,67,75.0,70.0,161.0,Slow,Water 2,20.0
172,Pichu,2,Tiny Mouse  ,Electric,0.3,2.0,Static,20,40,15,35,35,60,190.0,70.0,41.0,Medium Fast,Undiscovered,10.0
173,Cleffa,2,Star Shape  ,Fairy,0.3,3.0,Cute Charm,50,25,28,45,55,15,150.0,140.0,44.0,Fast,Undiscovered,10.0
174,Igglybuff,2,Balloon  ,Normal,0.3,1.0,Cute Charm,90,30,15,40,20,15,170.0,70.0,42.0,Fast,Undiscovered,10.0
175,Togepi,2,Spike Ball  ,Fairy,0.3,1.5,Hustle,35,20,65,40,65,20,190.0,70.0,49.0,Fast,Undiscovered,10.0
176,Togetic,2,Happiness  ,Fairy,0.6,3.2,Hustle,55,40,85,80,105,40,75.0,70.0,142.0,Fast,Fairy,10.0
177,Natu,2,Tiny Bird  ,Psychic,0.2,2.0,Synchronize,40,50,45,70,45,70,190.0,70.0,64.0,Medium Fast,Flying,20.0
178,Xatu,2,Mystic  ,Psychic,1.5,15.0,Synchronize,65,75,70,95,70,95,75.0,70.0,165.0,Medium Fast,Flying,20.0
179,Mareep,2,Wool  ,Electric,0.6,7.8,Static,55,40,40,65,45,35,235.0,70.0,56.0,Medium Slow,Field,20.0
180,Flaaffy,2,Wool  ,Electric,0.8,13.3,Static,70,55,55,80,60,45,120.0,70.0,128.0,Medium Slow,Field,20.0
181,Ampharos,2,Light  ,Electric,1.4,61.5,Static,90,75,85,115,90,55,45.0,70.0,230.0,Medium Slow,Field,20.0
181,Mega Ampharos,2,Light  ,Electric,1.4,61.5,Mold Breaker,90,95,105,165,110,45,45.0,70.0,275.0,Medium Slow,Field,20.0
182,Bellossom,2,Flower  ,Grass,0.4,5.8,Chlorophyll,75,80,95,90,100,50,45.0,70.0,221.0,Medium Slow,Grass,20.0
183,Marill,2,Aqua Mouse  ,Water,0.4,8.5,Thick Fat,70,20,50,20,50,40,190.0,70.0,88.0,Fast,Fairy,10.0
184,Azumarill,2,Aqua Rabbit  ,Water,0.8,28.5,Thick Fat,100,50,80,60,80,50,75.0,70.0,189.0,Fast,Fairy,10.0
185,Sudowoodo,2,Imitation  ,Rock,1.2,38.0,Sturdy,70,100,115,30,65,30,65.0,70.0,144.0,Medium Fast,Mineral,20.0
186,Politoed,2,Frog  ,Water,1.1,33.9,Water Absorb,90,75,75,90,100,70,45.0,70.0,225.0,Medium Slow,Water 1,20.0
187,Hoppip,2,Cottonweed  ,Grass,0.4,0.5,Chlorophyll,35,35,40,35,55,50,255.0,70.0,50.0,Medium Slow,Fairy,20.0
188,Skiploom,2,Cottonweed  ,Grass,0.6,1.0,Chlorophyll,55,45,50,45,65,80,120.0,70.0,119.0,Medium Slow,Fairy,20.0
189,Jumpluff,2,Cottonweed  ,Grass,0.8,3.0,Chlorophyll,75,55,70,55,95,110,45.0,70.0,207.0,Medium Slow,Fairy,20.0
190,Aipom,2,Long Tail  ,Normal,0.8,11.5,Run Away,55,70,55,40,55,85,45.0,70.0,72.0,Fast,Field,20.0
191,Sunkern,2,Seed  ,Grass,0.3,1.8,Chlorophyll,30,30,30,30,30,30,235.0,70.0,36.0,Medium Slow,Grass,20.0
192,Sunflora,2,Sun  ,Grass,0.8,8.5,Chlorophyll,75,75,55,105,85,30,120.0,70.0,149.0,Medium Slow,Grass,20.0
193,Yanma,2,Clear Wing  ,Bug,1.2,38.0,Speed Boost,65,65,45,75,45,95,75.0,70.0,78.0,Medium Fast,Bug,20.0
194,Wooper,2,Water Fish  ,Water,0.4,8.5,Damp,55,45,45,25,25,15,255.0,70.0,42.0,Medium Fast,Field,20.0
195,Quagsire,2,Water Fish  ,Water,1.4,75.0,Damp,95,85,85,65,65,35,90.0,70.0,151.0,Medium Fast,Field,20.0
196,Espeon,2,Sun  ,Psychic,0.9,26.5,Synchronize,65,65,60,130,95,110,45.0,70.0,184.0,Medium Fast,Field,35.0
197,Umbreon,2,Moonlight  ,Dark,1.0,27.0,Synchronize,95,65,110,60,130,65,45.0,35.0,184.0,Medium Fast,Field,35.0
198,Murkrow,2,Royal  ,Water,2.0,79.5,Oblivious,95,75,80,100,110,30,70.0,70.0,172.0,Medium Fast,Monster,20.0
890,Eternatus,8,Gigantic  ,Poison,20.0,950.0,Pressure,140,85,95,145,95,130,,,,Slow,Undiscovered,120.0
200,Misdreavus,2,Screech  ,Ghost,0.7,1.0,Levitate,60,60,60,85,85,85,45.0,35.0,87.0,Fast,Amorphous,25.0
201,Unown,2,Symbol  ,Psychic,0.5,5.0,Levitate,48,72,48,72,48,48,225.0,70.0,118.0,Medium Fast,Undiscovered,40.0
202,Wobbuffet,2,Patient  ,Psychic,1.3,28.5,Shadow Tag,190,33,58,33,58,33,45.0,70.0,142.0,Medium Fast,Amorphous,20.0
203,Girafarig,2,Long Neck  ,Normal,1.5,41.5,Inner Focus,70,80,65,90,65,85,60.0,70.0,159.0,Medium Fast,Field,20.0
204,Pineco,2,Bagworm  ,Bug,0.6,7.2,Sturdy,50,65,90,35,35,15,190.0,70.0,58.0,Medium Fast,Bug,20.0
205,Forretress,2,Bagworm  ,Bug,1.2,125.8,Sturdy,75,90,140,60,60,40,75.0,70.0,163.0,Medium Fast,Bug,20.0
206,Dunsparce,2,Land Snake  ,Normal,1.5,14.0,Serene Grace,100,70,70,65,65,45,190.0,70.0,145.0,Medium Fast,Field,20.0
207,Gligar,2,FlyScorpion  ,Ground,1.1,64.8,Hyper Cutter,65,75,105,35,65,85,60.0,70.0,86.0,Medium Slow,Bug,20.0
208,Steelix,2,Iron Snake  ,Steel,9.2,400.0,Rock Head,75,85,200,55,65,30,25.0,70.0,179.0,Medium Fast,Mineral,25.0
208,Mega Steelix,2,Iron Snake  ,Steel,10.5,740.0,Sand Force,75,125,230,55,95,30,25.0,70.0,214.0,Medium Fast,Mineral,25.0
209,Snubbull,2,Fairy  ,Fairy,0.6,7.8,Intimidate,60,80,50,40,40,30,190.0,70.0,60.0,Fast,Fairy,20.0
210,Granbull,2,Fairy  ,Fairy,1.4,48.7,Intimidate,90,120,75,60,60,45,75.0,70.0,158.0,Fast,Fairy,20.0
211,Qwilfish,2,Balloon  ,Water,0.5,3.9,Poison Point,65,95,85,55,55,85,45.0,70.0,88.0,Medium Fast,Water 2,20.0
212,Scizor,2,Pincer  ,Bug,1.8,118.0,Swarm,70,130,100,55,80,65,25.0,70.0,175.0,Medium Fast,Bug,25.0
212,Mega Scizor,2,Pincer  ,Bug,2.0,125.0,Technician,70,150,140,65,100,75,25.0,70.0,210.0,Medium Fast,Bug,25.0
213,Shuckle,2,Mold  ,Bug,0.6,20.5,Sturdy,20,10,230,10,230,5,190.0,70.0,177.0,Medium Slow,Bug,20.0
214,Heracross,2,Single Horn  ,Bug,1.5,54.0,Swarm,80,125,75,40,95,85,45.0,70.0,175.0,Slow,Bug,25.0
214,Mega Heracross,2,Single Horn  ,Bug,1.7,62.5,Skill Link,80,185,115,40,105,75,45.0,70.0,210.0,Slow,Bug,25.0
215,Sneasel,2,Sharp Claw  ,Dark,0.9,28.0,Inner Focus,55,95,55,35,75,115,60.0,35.0,86.0,Medium Slow,Field,20.0
216,Teddiursa,2,Little Bear  ,Normal,0.6,8.8,Pickup,60,80,50,50,50,40,120.0,70.0,66.0,Medium Fast,Field,20.0
217,Ursaring,2,Hibernator  ,Normal,1.8,125.8,Guts,90,130,75,75,75,55,60.0,70.0,175.0,Medium Fast,Field,20.0
218,Slugma,2,Lava  ,Fire,0.7,35.0,Magma Armor,40,40,40,70,40,20,190.0,70.0,50.0,Medium Fast,Amorphous,20.0
219,Magcargo,2,Lava  ,Fire,0.8,55.0,Magma Armor,60,50,120,90,80,30,75.0,70.0,151.0,Medium Fast,Amorphous,20.0
220,Swinub,2,Pig  ,Ice,0.4,6.5,Oblivious,50,50,40,30,30,50,225.0,70.0,50.0,Slow,Field,20.0
221,Piloswine,2,Swine  ,Ice,1.1,55.8,Oblivious,100,100,80,60,60,50,75.0,70.0,158.0,Slow,Field,20.0
222,Corsola,2,Coral  ,Water,0.6,5.0,Hustle,65,55,95,65,95,35,60.0,70.0,144.0,Fast,Water 1,20.0
222,Galarian Corsola,2,Coral  ,Ghost,0.6,0.5,Weak Armor,60,55,100,65,100,30,,,,Fast,Water 1,20.0
223,Remoraid,2,Jet  ,Water,0.6,12.0,Hustle,35,65,35,65,35,65,190.0,70.0,60.0,Medium Fast,Water 1,20.0
224,Octillery,2,Jet  ,Water,0.9,28.5,Suction Cups,75,105,75,105,75,45,75.0,70.0,168.0,Medium Fast,Water 1,20.0
225,Delibird,2,Delivery  ,Ice,0.9,16.0,Vital Spirit,45,55,45,65,45,75,45.0,70.0,116.0,Fast,Field,20.0
226,Mantine,2,Kite  ,Water,2.1,220.0,Swift Swim,85,40,70,80,140,70,25.0,70.0,170.0,Slow,Water 1,25.0
227,Skarmory,2,Armor Bird  ,Steel,1.7,50.5,Keen Eye,65,80,140,40,70,70,25.0,70.0,163.0,Slow,Flying,25.0
228,Houndour,2,Dark  ,Dark,0.6,10.8,Early Bird,45,60,30,80,50,65,120.0,35.0,66.0,Slow,Field,20.0
229,Houndoom,2,Dark  ,Dark,1.4,35.0,Early Bird,75,90,50,110,80,95,45.0,35.0,175.0,Slow,Field,20.0
229,Mega Houndoom,2,Dark  ,Dark,1.9,49.5,Solar Power,75,90,90,140,90,115,45.0,35.0,210.0,Slow,Field,20.0
230,Kingdra,2,Dragon  ,Water,1.8,152.0,Swift Swim,75,95,95,95,95,85,45.0,70.0,243.0,Medium Fast,Dragon,20.0
231,Phanpy,2,Long Nose  ,Ground,0.5,33.5,Pickup,90,60,60,40,40,40,120.0,70.0,66.0,Medium Fast,Field,20.0
232,Donphan,2,Armor  ,Ground,1.1,120.0,Sturdy,90,120,120,60,60,50,60.0,70.0,175.0,Medium Fast,Field,20.0
233,Porygon2,2,Virtual  ,Normal,0.6,32.5,Trace,85,80,90,105,95,60,45.0,70.0,180.0,Medium Fast,Mineral,20.0
234,Stantler,2,Big Horn  ,Normal,1.4,71.2,Intimidate,73,95,62,85,65,85,45.0,70.0,163.0,Slow,Field,20.0
235,Smeargle,2,Painter  ,Normal,1.2,58.0,Own Tempo,55,20,35,20,45,75,45.0,70.0,88.0,Fast,Field,20.0
236,Tyrogue,2,Scuffle  ,Fighting,0.7,21.0,Guts,35,35,35,35,35,35,75.0,70.0,42.0,Medium Fast,Undiscovered,25.0
237,Hitmontop,2,Handstand  ,Fighting,1.4,48.0,Intimidate,50,95,95,35,110,70,45.0,70.0,159.0,Medium Fast,Human-Like,25.0
238,Smoochum,2,Kiss  ,Ice,0.4,6.0,Oblivious,45,30,15,85,65,65,45.0,70.0,61.0,Medium Fast,Undiscovered,25.0
239,Elekid,2,Electric  ,Electric,0.6,23.5,Static,45,63,37,65,55,95,45.0,70.0,72.0,Medium Fast,Undiscovered,25.0
240,Magby,2,Live Coal  ,Fire,0.7,21.4,Flame Body,45,75,37,70,55,83,45.0,70.0,73.0,Medium Fast,Undiscovered,25.0
241,Miltank,2,Milk Cow  ,Normal,1.2,75.5,Thick Fat,95,80,105,40,70,100,45.0,70.0,172.0,Slow,Field,20.0
242,Blissey,2,Happiness  ,Normal,1.5,46.8,Natural Cure,255,10,10,75,135,55,30.0,140.0,608.0,Fast,Fairy,40.0
243,Raikou,2,Thunder  ,Electric,1.9,178.0,Pressure,90,85,75,115,100,115,3.0,35.0,261.0,Slow,Undiscovered,80.0
244,Entei,2,Volcano  ,Fire,2.1,198.0,Pressure,115,115,85,90,75,100,3.0,35.0,261.0,Slow,Undiscovered,80.0
245,Suicune,2,Aurora  ,Water,2.0,187.0,Pressure,100,75,115,90,115,85,3.0,35.0,261.0,Slow,Undiscovered,80.0
246,Larvitar,2,Rock Skin  ,Rock,0.6,72.0,Guts,50,64,50,45,50,41,45.0,35.0,60.0,Slow,Monster,40.0
247,Pupitar,2,Hard Shell  ,Rock,1.2,152.0,Shed Skin,70,84,70,65,70,51,45.0,35.0,144.0,Slow,Monster,40.0
248,Tyranitar,2,Armor  ,Rock,2.0,202.0,Sand Stream,100,134,110,95,100,61,45.0,35.0,270.0,Slow,Monster,40.0
248,Mega Tyranitar,2,Armor  ,Rock,2.5,255.0,Sand Stream,100,164,150,95,120,71,45.0,35.0,315.0,Slow,Monster,40.0
249,Lugia,2,Diving  ,Psychic,5.2,216.0,Pressure,106,90,130,90,154,110,3.0,0.0,306.0,Slow,Undiscovered,120.0
250,Ho-oh,2,Rainbow  ,Fire,3.8,199.0,Pressure,106,130,90,110,154,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
251,Celebi,2,Time Travel  ,Psychic,0.6,5.0,Natural Cure,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,Undiscovered,120.0
252,Treecko,3,Wood Gecko  ,Grass,0.5,5.0,Overgrow,40,45,35,65,55,70,45.0,70.0,62.0,Medium Slow,Dragon,20.0
253,Grovyle,3,Wood Gecko  ,Grass,0.9,21.6,Overgrow,50,65,45,85,65,95,45.0,70.0,142.0,Medium Slow,Dragon,20.0
254,Sceptile,3,Forest  ,Grass,1.7,52.2,Overgrow,70,85,65,105,85,120,45.0,70.0,239.0,Medium Slow,Dragon,20.0
254,Mega Sceptile,3,Forest  ,Grass,1.9,55.2,Lightning Rod,70,110,75,145,85,145,45.0,70.0,284.0,Medium Slow,Dragon,20.0
255,Torchic,3,Chick  ,Fire,0.4,2.5,Blaze,45,60,40,70,50,45,45.0,70.0,62.0,Medium Slow,Field,20.0
256,Combusken,3,Young Fowl  ,Fire,0.9,19.5,Blaze,60,85,60,85,60,55,45.0,70.0,142.0,Medium Slow,Field,20.0
257,Blaziken,3,Blaze  ,Fire,1.9,52.0,Blaze,80,120,70,110,70,80,45.0,70.0,239.0,Medium Slow,Field,20.0
257,Mega Blaziken,3,Blaze  ,Fire,1.9,52.0,Speed Boost,80,160,80,130,80,100,45.0,70.0,284.0,Medium Slow,Field,20.0
258,Mudkip,3,Mud Fish  ,Water,0.4,7.6,Torrent,50,70,50,50,50,40,45.0,70.0,62.0,Medium Slow,Monster,20.0
259,Marshtomp,3,Mud Fish  ,Water,0.7,28.0,Torrent,70,85,70,60,70,50,45.0,70.0,142.0,Medium Slow,Monster,20.0
260,Swampert,3,Mud Fish  ,Water,1.5,81.9,Torrent,100,110,90,85,90,60,45.0,70.0,241.0,Medium Slow,Monster,20.0
260,Mega Swampert,3,Mud Fish  ,Water,1.9,102.0,Swift Swim,100,150,110,95,110,70,45.0,70.0,286.0,Medium Slow,Monster,20.0
261,Poochyena,3,Bite  ,Dark,0.5,13.6,Run Away,35,55,35,30,30,35,255.0,70.0,56.0,Medium Fast,Field,15.0
262,Mightyena,3,Bite  ,Dark,1.0,37.0,Intimidate,70,90,70,60,60,70,127.0,70.0,147.0,Medium Fast,Field,15.0
263,Zigzagoon,3,TinyRaccoon  ,Normal,0.4,17.5,Pickup,38,30,41,30,41,60,255.0,70.0,56.0,Medium Fast,Field,15.0
263,Galarian Zigzagoon,3,Tiny Raccoon  ,Dark,0.4,17.5,Pickup,38,30,41,30,41,60,,,,Medium Fast,Field,15.0
264,Linoone,3,Rushing  ,Normal,0.5,32.5,Pickup,78,70,61,50,61,100,90.0,70.0,147.0,Medium Fast,Field,15.0
264,Galarian Linoone,3,Rushing  ,Dark,0.5,32.5,Pickup,78,70,61,50,61,100,,,,Medium Fast,Field,15.0
265,Wurmple,3,Worm  ,Bug,0.3,3.6,Shield Dust,45,45,35,20,30,20,255.0,70.0,56.0,Medium Fast,Bug,15.0
266,Silcoon,3,Cocoon  ,Bug,0.6,10.0,Shed Skin,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,Bug,15.0
267,Beautifly,3,Butterfly  ,Bug,1.0,28.4,Swarm,60,70,50,100,50,65,45.0,70.0,178.0,Medium Fast,Bug,15.0
268,Cascoon,3,Cocoon  ,Bug,0.7,11.5,Shed Skin,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,Bug,15.0
269,Dustox,3,Poison Moth  ,Bug,1.2,31.6,Shield Dust,60,50,70,50,90,65,45.0,70.0,173.0,Medium Fast,Bug,15.0
270,Lotad,3,Water Weed  ,Water,0.5,2.6,Swift Swim,40,30,30,40,50,30,255.0,70.0,44.0,Medium Slow,Grass,15.0
271,Lombre,3,Jolly  ,Water,1.2,32.5,Swift Swim,60,50,50,60,70,50,120.0,70.0,119.0,Medium Slow,Grass,15.0
272,Ludicolo,3,Carefree  ,Water,1.5,55.0,Swift Swim,80,70,70,90,100,70,45.0,70.0,216.0,Medium Slow,Grass,15.0
273,Seedot,3,Acorn  ,Grass,0.5,4.0,Chlorophyll,40,40,50,30,30,30,255.0,70.0,44.0,Medium Slow,Field,15.0
274,Nuzleaf,3,Wily  ,Grass,1.0,28.0,Chlorophyll,70,70,40,60,40,60,120.0,70.0,119.0,Medium Slow,Field,15.0
275,Shiftry,3,Wicked  ,Grass,1.3,59.6,Chlorophyll,90,100,60,90,60,80,45.0,70.0,216.0,Medium Slow,Field,15.0
276,Taillow,3,TinySwallow  ,Normal,0.3,2.3,Guts,40,55,30,30,30,85,200.0,70.0,54.0,Medium Slow,Flying,15.0
277,Swellow,3,Swallow  ,Normal,0.7,19.8,Guts,60,85,60,75,50,125,45.0,70.0,159.0,Medium Slow,Flying,15.0
278,Wingull,3,Seagull  ,Water,0.6,9.5,Keen Eye,40,30,30,55,30,85,190.0,70.0,54.0,Medium Fast,Flying,20.0
279,Pelipper,3,Water Bird  ,Water,1.2,28.0,Keen Eye,60,50,100,95,70,65,45.0,70.0,154.0,Medium Fast,Flying,20.0
280,Ralts,3,Feeling  ,Psychic,0.4,6.6,Synchronize,28,25,25,45,35,40,235.0,35.0,40.0,Slow,Amorphous,20.0
281,Kirlia,3,Emotion  ,Psychic,0.8,20.2,Synchronize,38,35,35,65,55,50,120.0,35.0,97.0,Slow,Amorphous,20.0
282,Gardevoir,3,Embrace  ,Psychic,1.6,48.4,Synchronize,68,65,65,125,115,80,45.0,35.0,233.0,Slow,Amorphous,20.0
282,Mega Gardevoir,3,Embrace  ,Psychic,1.6,48.4,Pixilate,68,85,65,165,135,100,45.0,35.0,278.0,Slow,Amorphous,20.0
283,Surskit,3,Pond Skater  ,Bug,0.5,1.7,Swift Swim,40,30,32,50,52,65,200.0,70.0,54.0,Medium Fast,Bug,15.0
284,Masquerain,3,Eyeball  ,Bug,0.8,3.6,Intimidate,70,60,62,100,82,80,75.0,70.0,159.0,Medium Fast,Bug,15.0
285,Shroomish,3,Mushroom  ,Grass,0.4,4.5,Effect Spore,60,40,60,40,60,35,255.0,70.0,59.0,Fluctuating,Fairy,15.0
286,Breloom,3,Mushroom  ,Grass,1.2,39.2,Effect Spore,60,130,80,60,60,70,90.0,70.0,161.0,Fluctuating,Fairy,15.0
287,Slakoth,3,Slacker  ,Normal,0.8,24.0,Truant,60,60,60,35,35,30,255.0,70.0,56.0,Slow,Field,15.0
288,Vigoroth,3,Wild Monkey  ,Normal,1.4,46.5,Vital Spirit,80,80,80,55,55,90,120.0,70.0,154.0,Slow,Field,15.0
289,Slaking,3,Lazy  ,Normal,2.0,130.5,Truant,150,160,100,95,65,100,45.0,70.0,252.0,Slow,Field,15.0
290,Nincada,3,Trainee  ,Bug,0.5,5.5,Compound Eyes,31,45,90,30,30,40,255.0,70.0,53.0,Erratic,Bug,15.0
291,Ninjask,3,Ninja  ,Bug,0.8,12.0,Speed Boost,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,Bug,15.0
292,Shedinja,3,Shed  ,Bug,0.8,1.2,Wonder Guard,1,90,45,30,30,40,45.0,70.0,83.0,Erratic,Mineral,15.0
293,Whismur,3,Whisper  ,Normal,0.6,16.3,Soundproof,64,51,23,51,23,28,190.0,70.0,48.0,Medium Slow,Field,20.0
294,Loudred,3,Big Voice  ,Normal,1.0,40.5,Soundproof,84,71,43,71,43,48,120.0,70.0,126.0,Medium Slow,Field,20.0
295,Exploud,3,Loud Noise  ,Normal,1.5,84.0,Soundproof,104,91,63,91,73,68,45.0,70.0,221.0,Medium Slow,Field,20.0
296,Makuhita,3,Guts  ,Fighting,1.0,86.4,Thick Fat,72,60,30,20,30,25,180.0,70.0,47.0,Fluctuating,Human-Like,20.0
297,Hariyama,3,Arm Thrust  ,Fighting,2.3,253.8,Thick Fat,144,120,60,40,60,50,200.0,70.0,166.0,Fluctuating,Human-Like,20.0
298,Azurill,3,Polka Dot  ,Normal,0.2,2.0,Thick Fat,50,20,40,20,40,20,150.0,70.0,38.0,Fast,Undiscovered,10.0
299,Nosepass,3,Compass  ,Rock,1.0,97.0,Sturdy,30,45,135,45,90,30,255.0,70.0,75.0,Medium Fast,Mineral,20.0
300,Skitty,3,Kitten  ,Normal,0.6,11.0,Cute Charm,50,45,45,35,35,50,255.0,70.0,52.0,Fast,Fairy,15.0
301,Delcatty,3,Prim  ,Normal,1.1,32.6,Cute Charm,70,65,65,55,55,90,60.0,70.0,140.0,Fast,Fairy,15.0
302,Sableye,3,Darkness  ,Dark,0.5,11.0,Keen Eye,50,75,75,65,65,50,45.0,35.0,133.0,Medium Slow,Human-Like,25.0
302,Mega Sableye,3,Darkness  ,Dark,0.5,161.0,Magic Bounce,50,85,125,85,115,20,45.0,35.0,168.0,Medium Slow,Human-Like,25.0
303,Mawile,3,Deceiver  ,Steel,0.6,11.5,Hyper Cutter,50,85,85,55,55,50,45.0,70.0,133.0,Fast,Fairy,20.0
303,Mega Mawile,3,Deceiver  ,Steel,1.0,23.5,Huge Power,50,105,125,55,95,50,45.0,70.0,168.0,Fast,Fairy,20.0
304,Aron,3,Iron Armor  ,Steel,0.4,60.0,Sturdy,50,70,100,40,40,30,180.0,35.0,66.0,Slow,Monster,35.0
305,Lairon,3,Iron Armor  ,Steel,0.9,120.0,Sturdy,60,90,140,50,50,40,90.0,35.0,151.0,Slow,Monster,35.0
306,Aggron,3,Iron Armor  ,Steel,2.1,360.0,Sturdy,70,110,180,60,60,50,45.0,35.0,239.0,Slow,Monster,35.0
306,Mega Aggron,3,Iron Armor  ,Steel,2.2,395.0,Filter,70,140,230,60,80,50,45.0,35.0,284.0,Slow,Monster,35.0
307,Meditite,3,Meditate  ,Fighting,0.6,11.2,Pure Power,30,40,55,40,55,60,180.0,70.0,56.0,Medium Fast,Human-Like,20.0
308,Medicham,3,Meditate  ,Fighting,1.3,31.5,Pure Power,60,60,75,60,75,80,90.0,70.0,144.0,Medium Fast,Human-Like,20.0
308,Mega Medicham,3,Meditate  ,Fighting,1.3,31.5,Pure Power,60,100,85,80,85,100,90.0,70.0,179.0,Medium Fast,Human-Like,20.0
309,Electrike,3,Lightning  ,Electric,0.6,15.2,Static,40,45,40,65,40,65,120.0,70.0,59.0,Slow,Field,20.0
310,Manectric,3,Discharge  ,Electric,1.5,40.2,Static,70,75,60,105,60,105,45.0,70.0,166.0,Slow,Field,20.0
310,Mega Manectric,3,Discharge  ,Electric,1.8,44.0,Intimidate,70,75,80,135,80,135,45.0,70.0,201.0,Slow,Field,20.0
311,Plusle,3,Cheering  ,Electric,0.4,4.2,Plus,60,50,40,85,75,95,200.0,70.0,142.0,Medium Fast,Fairy,20.0
312,Minun,3,Cheering  ,Electric,0.4,4.2,Minus,60,40,50,75,85,95,200.0,70.0,142.0,Medium Fast,Fairy,20.0
313,Volbeat,3,Firefly  ,Bug,0.7,17.7,Illuminate,65,73,75,47,85,85,150.0,70.0,151.0,Erratic,Bug,15.0
